date,time,temperature,mainPressure,containerTempFront,containerTempBack,currentSpeed
2024-11-11,11:57:40,436.3111111111111,137.9,431,430,4
2024-11-11,11:57:50,443.26666666666665,133.1,431,430,4
2024-11-11,11:58:00,489.225,129.6625,431,430,4
2024-11-11,11:58:10,467.65714285714284,125.7857142857143,431,430,4
2024-11-11,11:58:20,456.38,121.41000000000001,431,430,3.9799999999999995
2024-11-11,11:58:30,445.84999999999997,117.44999999999999,431,430,3.95
2024-11-11,11:58:40,343.37499999999994,118.57499999999999,431,430,3.9250000000000003
2024-11-11,11:58:50,449.7,7,431,430,0
2024-11-11,11:59:00,425.675,43.175,431,430,0
2024-11-11,11:59:10,408.23333333333335,26.933333333333337,430.55555555555554,430,0.24444444444444446
2024-11-11,11:59:20,378.2714285714286,122.91428571428573,430.42857142857144,430,1.614285714285714
2024-11-11,11:59:30,423.5,162.18,430,430,3.5200000000000005
2024-11-11,11:59:40,424.15,155.35,430.5,430,3.975
2024-11-11,11:59:50,418.45714285714286,148.9,431,430,4
2024-11-11,12:00:00,444.65000000000003,144.18333333333337,430.5,430,4
2024-11-11,12:00:10,409.16,140.04,430.6,430,4
2024-11-11,12:00:20,392.34999999999997,135.81666666666666,430.5,430,4
2024-11-11,12:00:30,456.52500000000003,131.67499999999998,430.25,430,4
2024-11-11,12:00:40,413.52222222222224,127.95555555555555,430.44444444444446,430,4
2024-11-11,12:00:50,455.5142857142858,123.62857142857145,430,430,4
2024-11-11,12:01:00,341.86666666666673,119.28888888888888,430,430,4
2024-11-11,12:01:10,484.7142857142857,116,430,430,4
2024-11-11,12:01:20,456,116.875,430,430,4
2024-11-11,12:01:40,426.5,9.45,430,430,0
2024-11-11,12:01:50,390.85714285714295,8.4,430,430,0.1857142857142857
2024-11-11,12:02:00,398.2,134.2125,430,430,1.8875000000000002
2024-11-11,12:02:10,438.41999999999996,165.44,430,430,3.46
2024-11-11,12:02:20,407.12,157.85999999999999,430,430,3.96
